Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Fall 2017 - Day,PHL-318-01,PHL-38,Philosophy of Law,4,EXAM,FUR 126,12/11/17,12/11/17,M,03:30PM,06:00PM,,10,,undergraduate day,PHL-101 or PSC-103,,2,5381
Fall 2017 - Day,PHL-370A-01,PHL-30,Philosophy of Race,4,LEC,FUR 126,08/22/17,12/05/17,TR,01:00PM,02:15PM,Aminah Hasan,13,,undergraduate day,,,1,5946
Fall 2017 - Day,PHL-370A-01,PHL-30,Philosophy of Race,4,EXAM,FUR 126,12/12/17,12/12/17,T,12:00PM,02:30PM,,13,,undergraduate day,,,2,5946
Fall 2017 - Day,PHY-101-01,PHY-17,Physics for Non-Science Majors,4,LEC,PYR 222,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. David Turner,FULL,NW,undergraduate day,,,1,3892
Fall 2017 - Day,PHY-101-01,PHY-17,Physics for Non-Science Majors,4,EXAM,PYR 222,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,NW,undergraduate day,,,2,3892
Fall 2017 - Day,PHY-107-01,,Stars & Galaxies,4,LEC,PYR 126,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. David A. Moffett,FULL,NWL,undergraduate day,,,1,5577
Fall 2017 - Day,PHY-107-01,,Stars & Galaxies,4,LAB,PYR 126,08/22/17,12/05/17,W,07:00PM,09:00PM,Dr. David A. Moffett,FULL,NWL,undergraduate day,,,2,5577
Fall 2017 - Day,PHY-107-01,,Stars & Galaxies,4,EXAM,PYR 126,12/07/17,12/07/17,R,12:00PM,02:30PM,,FULL,NWL,undergraduate day,,,3,5577
Fall 2017 - Day,PHY-111-01,PHY-11,General Physics I,4,LEC,PYR 222,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. Bill Brantley,6,NWL,undergraduate day,,,1,3902
Fall 2017 - Day,PHY-111-01,PHY-11,General Physics I,4,LAB,RNK 252,08/22/17,12/05/17,W,01:30PM,03:20PM,Dr. Bill Brantley,6,NWL,undergraduate day,,,2,3902
Fall 2017 - Day,PHY-111-01,PHY-11,General Physics I,4,EXAM,PYR 222,12/07/17,12/07/17,R,08:30AM,11:00AM,,6,NWL,undergraduate day,,,3,3902
Fall 2017 - Day,PHY-111-02,PHY-11,General Physics I,4,LEC,PYR 222,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. Bill Brantley,9,NWL,undergraduate day,,,1,3902
Fall 2017 - Day,PHY-111-02,PHY-11,General Physics I,4,LAB,RNK 252,08/22/17,12/05/17,W,03:30PM,05:20PM,Dr. Bill Brantley,9,NWL,undergraduate day,,,2,3902
Fall 2017 - Day,PHY-111-02,PHY-11,General Physics I,4,EXAM,PYR 222,12/07/17,12/07/17,R,08:30AM,11:00AM,,9,NWL,undergraduate day,,,3,3902
Fall 2017 - Day,PHY-111-03,PHY-11,General Physics I,4,LEC,PYR 222,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. John R. Conrad,FULL,NWL,undergraduate day,,,1,3902
Fall 2017 - Day,PHY-111-03,PHY-11,General Physics I,4,LAB,RNK 252,08/22/17,12/05/17,M,01:30PM,03:20PM,Dr. John R. Conrad,FULL,NWL,undergraduate day,,,2,3902
Fall 2017 - Day,PHY-111-03,PHY-11,General Physics I,4,EXAM,PYR 222,12/11/17,12/11/17,M,08:30AM,11:00AM,,FULL,NWL,undergraduate day,,,3,3902
Fall 2017 - Day,PHY-111-04,PHY-11,General Physics I,4,LEC,PYR 222,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. John R. Conrad,FULL,NWL,undergraduate day,,,1,3902
Fall 2017 - Day,PHY-111-04,PHY-11,General Physics I,4,LAB,RNK 252,08/22/17,12/05/17,M,03:30PM,05:20PM,Dr. John R. Conrad,FULL,NWL,undergraduate day,,,2,3902
Fall 2017 - Day,PHY-111-04,PHY-11,General Physics I,4,EXAM,PYR 222,12/11/17,12/11/17,M,08:30AM,11:00AM,,FULL,NWL,undergraduate day,,,3,3902
Fall 2017 - Day,PHY-111-05,PHY-11,General Physics I,4,LEC,PYR 222,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Dake Wang,FULL,NWL,undergraduate day,,,1,3902
Fall 2017 - Day,PHY-111-05,PHY-11,General Physics I,4,LAB,RNK 252,08/22/17,12/05/17,T,01:30PM,03:20PM,Dr. Dake Wang,FULL,NWL,undergraduate day,,,2,3902
Fall 2017 - Day,PHY-111-05,PHY-11,General Physics I,4,EXAM,PYR 222,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,NWL,undergraduate day,,,3,3902
Fall 2017 - Day,PHY-111-06,PHY-11,General Physics I,4,LEC,PYR 222,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Dake Wang,FULL,NWL,undergraduate day,,,1,3902
Fall 2017 - Day,PHY-111-06,PHY-11,General Physics I,4,LAB,RNK 252,08/22/17,12/05/17,T,03:30PM,05:20PM,Dr. Dake Wang,FULL,NWL,undergraduate day,,,2,3902
Fall 2017 - Day,PHY-111-06,PHY-11,General Physics I,4,EXAM,PYR 222,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,NWL,undergraduate day,,,3,3902
Fall 2017 - Day,PHY-112-01,PHY-12,General Physics II,4,LEC,PYR 222,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. David Turner,FULL,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,1,3904
Fall 2017 - Day,PHY-112-01,PHY-12,General Physics II,4,LAB,RNK 251,08/22/17,12/05/17,M,02:30PM,04:20PM,Dr. David Turner,FULL,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,2,3904
Fall 2017 - Day,PHY-112-01,PHY-12,General Physics II,4,EXAM,PYR 222,12/13/17,12/13/17,W,12:00PM,02:30PM,,FULL,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,3,3904
Fall 2017 - Day,PHY-112-02,PHY-12,General Physics II,4,LEC,PYR 222,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. David Turner,6,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,1,3904
Fall 2017 - Day,PHY-112-02,PHY-12,General Physics II,4,LAB,RNK 251,08/22/17,12/05/17,W,02:30PM,04:20PM,Dr. David Turner,6,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,2,3904
Fall 2017 - Day,PHY-112-02,PHY-12,General Physics II,4,EXAM,PYR 222,12/13/17,12/13/17,W,12:00PM,02:30PM,,6,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,3,3904
Fall 2017 - Day,PHY-241-01,PHY-20,Introduction to Modern Physics,4,LEC,PYR 201,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Susan S. D'Amato,4,,undergraduate day,PHY-112,,1,3577
Fall 2017 - Day,PHY-241-01,PHY-20,Introduction to Modern Physics,4,LAB,PYR 201,08/22/17,12/05/17,,,,Dr. Susan S. D'Amato,4,,undergraduate day,PHY-112,,2,3577
Fall 2017 - Day,PHY-241-01,PHY-20,Introduction to Modern Physics,4,EXAM,PYR 201,12/11/17,12/11/17,M,08:30AM,11:00AM,,4,,undergraduate day,PHY-112,,3,3577
Fall 2017 - Day,PHY-311-01,PHY-26,Classical Mechanics I,4,LEC,RNK 251,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. David A. Moffett,4,,undergraduate day,PHY-112,,1,3581
Fall 2017 - Day,PHY-311-01,PHY-26,Classical Mechanics I,4,EXAM,RNK 251,12/11/17,12/11/17,M,08:30AM,11:00AM,,4,,undergraduate day,PHY-112,,2,3581
Fall 2017 - Day,PHY-321-01,PHY-21,Electromagnetic Theory I,4,LEC,RNK 251,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. Bill Baker,2,,undergraduate day,PHY-112,,1,3587
Fall 2017 - Day,PHY-321-01,PHY-21,Electromagnetic Theory I,4,EXAM,RNK 251,12/07/17,12/07/17,R,08:30AM,11:00AM,,2,,undergraduate day,PHY-112,,2,3587
Fall 2017 - Day,PHY-432-01,PHY-35,Experimental Methods,4,LEC,PYR 221,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Dake Wang,2,,undergraduate day,PHY-241,,1,3598
Fall 2017 - Day,PHY-432-01,PHY-35,Experimental Methods,4,LAB, ,08/22/17,12/05/17,,,,Dr. Dake Wang,2,,undergraduate day,PHY-241,,2,3598
Fall 2017 - Day,PHY-432-01,PHY-35,Experimental Methods,4,EXAM,PYR 221,12/12/17,12/12/17,T,08:30AM,11:00AM,,2,,undergraduate day,PHY-241,,3,3598
Fall 2017 - Day,PHY-441-01,PHY-30,Quantum Mechanics I,4,LEC,PYR 201,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Bill Brantley,1,,undergraduate day,PHY-241,,1,3605
Fall 2017 - Day,PHY-441-01,PHY-30,Quantum Mechanics I,4,EXAM,PYR 201,12/12/17,12/12/17,T,12:00PM,02:30PM,,1,,undergraduate day,PHY-241,,2,3605
Fall 2017 - Day,PHY-451-01,PHY-47,Astrophysics,4,LEC,RNK 251,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. Bill Baker,10,,undergraduate day,"PHY-241, 311, and 321",,1,3613
Fall 2017 - Day,PHY-451-01,PHY-47,Astrophysics,4,EXAM,RNK 251,12/13/17,12/13/17,W,12:00PM,02:30PM,,10,,undergraduate day,"PHY-241, 311, and 321",,2,3613
Fall 2017 - Day,POL-101-01,PS-11,Intro to Amer Government,4,LEC,JHN 109,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Mrs. Dorianne K. Norwood,5,HB,undergraduate day,,,1,5816
Fall 2017 - Day,POL-101-01,PS-11,Intro to Amer Government,4,EXAM,JHN 109,12/11/17,12/11/17,M,08:30AM,11:00AM,,5,HB,undergraduate day,,,2,5816
Fall 2017 - Day,POL-101-02,PS-11,Intro to Amer Government,4,LEC,JHN 109,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Jim Guth,14,HB,undergraduate day,,,1,5816
Fall 2017 - Day,POL-101-02,PS-11,Intro to Amer Government,4,EXAM,JHN 109,12/11/17,12/11/17,M,12:00PM,02:30PM,,14,HB,undergraduate day,,,2,5816
Fall 2017 - Day,POL-101-03,PS-11,Intro to Amer Government,4,LEC,JHN 207,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Mrs. Dorianne K. Norwood,7,HB,undergraduate day,,,1,5816
Fall 2017 - Day,POL-101-03,PS-11,Intro to Amer Government,4,EXAM,JHN 207,12/07/17,12/07/17,R,12:00PM,02:30PM,,7,HB,undergraduate day,,,2,5816
Fall 2017 - Day,POL-101-04,PS-11,Intro to Amer Government,4,LEC,JHN 105,08/22/17,12/05/17,TR,08:30AM,09:45AM,Dr. Elizabeth Smith,FULL,HB,undergraduate day,,,1,5816
Fall 2017 - Day,POL-101-04,PS-11,Intro to Amer Government,4,EXAM,JHN 105,12/08/17,12/08/17,F,08:30AM,11:00AM,,FULL,HB,undergraduate day,,,2,5816
Fall 2017 - Day,POL-101-05,PS-11,Intro to Amer Government,4,LEC,JHN 105,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Elizabeth Smith,FULL,HB,undergraduate day,,,1,5816
Fall 2017 - Day,POL-101-05,PS-11,Intro to Amer Government,4,EXAM,JHN 105,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,HB,undergraduate day,,,2,5816
Fall 2017 - Day,POL-102-01,PS-12,Introduction to World Politics,4,LEC,JHN 109,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Mike Bressler,6,HB,undergraduate day,,,1,5817
Fall 2017 - Day,POL-102-01,PS-12,Introduction to World Politics,4,EXAM,JHN 109,12/07/17,12/07/17,R,12:00PM,02:30PM,,6,HB,undergraduate day,,,2,5817
Fall 2017 - Day,POL-102-02,PS-12,Introduction to World Politics,4,LEC,JHN 109,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. Mike Bressler,16,HB,undergraduate day,,,1,5817
Fall 2017 - Day,POL-102-02,PS-12,Introduction to World Politics,4,EXAM,JHN 109,12/13/17,12/13/17,W,12:00PM,02:30PM,,16,HB,undergraduate day,,,2,5817
Fall 2017 - Day,POL-102-03,PS-12,Introduction to World Politics,4,LEC,PYR 222,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Cleveland Fraser,FULL,HB,undergraduate day,,,1,5817
Fall 2017 - Day,POL-102-03,PS-12,Introduction to World Politics,4,EXAM,PYR 222,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,HB,undergraduate day,,,2,5817
Fall 2017 - Day,POL-102-04,PS-12,Introduction to World Politics,4,LEC,JHN 101,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Buket Oztas,11,HB,undergraduate day,,,1,5817
Fall 2017 - Day,POL-102-04,PS-12,Introduction to World Politics,4,EXAM,JHN 101,12/12/17,12/12/17,T,12:00PM,02:30PM,,11,HB,undergraduate day,,,2,5817
Fall 2017 - Day,POL-102-05,PS-12,Introduction to World Politics,4,LEC,JHN 101,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Buket Oztas,15,HB,undergraduate day,,,1,5817
Fall 2017 - Day,POL-102-05,PS-12,Introduction to World Politics,4,EXAM,JHN 101,12/12/17,12/12/17,T,08:30AM,11:00AM,,15,HB,undergraduate day,,,2,5817
Fall 2017 - Day,POL-103-01,PS-13,Intro to Political Thought,4,LEC,JHN 109,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. Ty Tessitore,9,UQ,undergraduate day,,,1,5818
Fall 2017 - Day,POL-103-01,PS-13,Intro to Political Thought,4,EXAM,JHN 109,12/07/17,12/07/17,R,08:30AM,11:00AM,,9,UQ,undergraduate day,,,2,5818
Fall 2017 - Day,POL-103-02,PS-13,Intro to Political Thought,4,LEC,JHN 111I,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Adam M. Thomas,FULL,UQ,undergraduate day,,,1,5818
Fall 2017 - Day,POL-103-02,PS-13,Intro to Political Thought,4,EXAM,JHN 111I,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,UQ,undergraduate day,,,2,5818
Fall 2017 - Day,POL-103-03,PS-13,Intro to Political Thought,4,LEC,JHN 111I,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Adam M. Thomas,FULL,UQ,undergraduate day,,,1,5818
Fall 2017 - Day,POL-103-03,PS-13,Intro to Political Thought,4,EXAM,JHN 111I,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,UQ,undergraduate day,,,2,5818
Fall 2017 - Day,POL-150-01,PS-14,Intro to Political Analysis,4,LEC,JHN 109,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Cleveland Fraser,2,HB WR,undergraduate day,,,1,5819
Fall 2017 - Day,POL-150-01,PS-14,Intro to Political Analysis,4,LAB,FUR 117,08/22/17,12/05/17,W,03:30PM,05:00PM,,2,HB WR,undergraduate day,,,2,5819
Fall 2017 - Day,POL-150-01,PS-14,Intro to Political Analysis,4,EXAM,JHN 111I,12/13/17,12/13/17,W,08:30AM,11:00AM,,2,HB WR,undergraduate day,,,3,5819
Fall 2017 - Day,POL-150-02,PS-14,Intro to Political Analysis,4,LEC,JHN 109,08/22/17,12/05/17,TR,08:30AM,09:45AM,Dr. Akan Malici,3,HB WR,undergraduate day,,,1,5819
Fall 2017 - Day,POL-150-02,PS-14,Intro to Political Analysis,4,ADD,JHN 203,08/22/17,12/05/17,M,03:30PM,04:45PM,,3,HB WR,undergraduate day,,,2,5819
Fall 2017 - Day,POL-150-03,PS-14,Intro to Political Analysis,4,LEC,JHN 109,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. David J. Fleming,FULL,HB WR,undergraduate day,,,1,5819
Fall 2017 - Day,POL-150-03,PS-14,Intro to Political Analysis,4,LAB,JHN 203,08/22/17,12/05/17,W,03:30PM,04:45PM,,FULL,HB WR,undergraduate day,,,2,5819
Fall 2017 - Day,POL-150-03,PS-14,Intro to Political Analysis,4,EXAM,JHN 109,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,HB WR,undergraduate day,,,3,5819
Fall 2017 - Day,POL-205-01,PS-24,Public Policy in the U.S.,4,LEC,PYR 030,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. David J. Fleming,FULL,,undergraduate day,,instructor permission now required,1,5835
Fall 2017 - Day,POL-205-01,PS-24,Public Policy in the U.S.,4,EXAM,PYR 030,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,,undergraduate day,,instructor permission now required,2,5835
Fall 2017 - Day,POL-206-01,,Law & Public Policy,4,LEC,JHN 107,08/22/17,12/05/17,TR,11:30AM,12:45PM,Ms. Teresa N. Cosby,FULL,,undergraduate day,,,1,5836
Fall 2017 - Day,POL-206-01,,Law & Public Policy,4,EXAM,JHN 107,12/08/17,12/08/17,F,12:00PM,02:30PM,,FULL,,undergraduate day,,,2,5836
Fall 2017 - Day,POL-209-01,PS-32,Southern Politics,4,LEC,JHN 109,08/22/17,12/05/17,TR,11:30AM,12:45PM,Dr. Glen Halva-Neubauer,FULL,,undergraduate day,,,1,5837
Fall 2017 - Day,POL-209-01,PS-32,Southern Politics,4,EXAM,JHN 109,12/08/17,12/08/17,F,12:00PM,02:30PM,,FULL,,undergraduate day,,,2,5837
Fall 2017 - Day,POL-226-01,PS-A46,Politics of China,4,LEC,JHN 109,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Kate Kaup,12,HB WC,undergraduate day,,,1,5838
Fall 2017 - Day,POL-226-01,PS-A46,Politics of China,4,EXAM,JHN 109,12/12/17,12/12/17,T,08:30AM,11:00AM,,12,HB WC,undergraduate day,,,2,5838
Fall 2017 - Day,POL-235-01,PS-50,Politics of Religious Movemnts,4,LEC,JHN 101,08/22/17,12/05/17,MWF,01:30PM,02:20PM,Dr. Jim Guth,10,,undergraduate day,,,1,5839
Fall 2017 - Day,POL-235-01,PS-50,Politics of Religious Movemnts,4,EXAM,JHN 101,12/13/17,12/13/17,W,12:00PM,02:30PM,,10,,undergraduate day,,,2,5839
Fall 2017 - Day,POL-251-01,,International Peace & Security,4,LEC,JHN 101,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Mike Bressler,FULL,,undergraduate day,,,1,5840
Fall 2017 - Day,POL-251-01,,International Peace & Security,4,EXAM,JHN 101,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,,undergraduate day,,,2,5840
Fall 2017 - Day,POL-252-01,PS-56,American Foreign Policy,4,LEC,JHN 101,08/22/17,12/05/17,MWF,11:30AM,12:20PM,Dr. Cleveland Fraser,FULL,,undergraduate day,,,1,5841
Fall 2017 - Day,POL-252-01,PS-56,American Foreign Policy,4,EXAM,JHN 101,12/11/17,12/11/17,M,12:00PM,02:30PM,,FULL,,undergraduate day,,,2,5841
Fall 2017 - Day,POL-254-01,PS-53,Foreign Policy Analysis,4,LEC,HIP 104,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Akan Malici,5,HB,undergraduate day,,,1,5842
Fall 2017 - Day,POL-254-01,PS-53,Foreign Policy Analysis,4,EXAM,HIP 104,12/12/17,12/12/17,T,12:00PM,02:30PM,,5,HB,undergraduate day,,,2,5842
Fall 2017 - Day,POL-270-01,PS-60,Classical Political Thought,4,LEC,JHN 111I,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Dr. Ty Tessitore,10,TA,undergraduate day,,,1,5843
Fall 2017 - Day,POL-270-01,PS-60,Classical Political Thought,4,EXAM,JHN 111I,12/11/17,12/11/17,M,08:30AM,11:00AM,,10,TA,undergraduate day,,,2,5843
Fall 2017 - Day,POL-272-01,PS-61,Modern Political Thought,4,LEC,JHN 111I,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Jenna Storey,8,TA,undergraduate day,,,1,5844
Fall 2017 - Day,POL-272-01,PS-61,Modern Political Thought,4,EXAM,JHN 111I,12/12/17,12/12/17,T,08:30AM,11:00AM,,8,TA,undergraduate day,,,2,5844
Fall 2017 - Day,POL-301-01,PS-20,American Congress,4,LEC,JHN 101,08/22/17,12/05/17,MWF,12:30PM,01:20PM,Dr. Danielle Vinson,16,,undergraduate day,,,1,5845
Fall 2017 - Day,POL-301-01,PS-20,American Congress,4,EXAM,JHN 101,12/07/17,12/07/17,R,12:00PM,02:30PM,,16,,undergraduate day,,,2,5845
Fall 2017 - Day,POL-371-01,PS-78,Senior Research Seminar,4,SEM,JHN 111I,08/22/17,12/05/17,W,02:30PM,05:00PM,Dr. Brent Nelsen,1,,undergraduate day,,,1,5847
Fall 2017 - Day,POL-371-01,PS-78,Senior Research Seminar,4,EXAM,JHN 111I,12/12/17,12/12/17,T,03:30PM,06:00PM,,1,,undergraduate day,,,2,5847
Fall 2017 - Day,POL-406-01,PS-85,State & Local Pblc Affrs Fldw,4,IDI,JHN 111I,08/22/17,12/05/17,T,02:30PM,05:00PM,Ms. Teresa N. Cosby,FULL,,undergraduate day,,,1,5832
Fall 2017 - Day,POL-406-01,PS-85,State & Local Pblc Affrs Fldw,4,EXAM,JHN 111I,12/08/17,12/08/17,F,03:30PM,06:00PM,,FULL,,undergraduate day,,,2,5832
Fall 2017 - Day,PSY-111-01,PSY-21,General Psychology,4,LEC,JHN 208,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Staff Staff,19,HB,undergraduate day,,,1,3505
Fall 2017 - Day,PSY-111-01,PSY-21,General Psychology,4,EXAM,JHN 208,12/13/17,12/13/17,W,08:30AM,11:00AM,,19,HB,undergraduate day,,,2,3505
Fall 2017 - Day,PSY-111-02,PSY-21,General Psychology,4,LEC,JHN 208,08/22/17,12/05/17,MWF,10:30AM,11:20AM,Staff Staff,2,HB,undergraduate day,,,1,3505
Fall 2017 - Day,PSY-111-02,PSY-21,General Psychology,4,EXAM,JHN 208,12/11/17,12/11/17,M,08:30AM,11:00AM,,2,HB,undergraduate day,,,2,3505
Fall 2017 - Day,PSY-111-03,PSY-21,General Psychology,4,LEC,JHN 107,08/22/17,12/05/17,TR,10:00AM,11:15AM,Staff Staff,24,HB,undergraduate day,,,1,3505
Fall 2017 - Day,PSY-111-03,PSY-21,General Psychology,4,EXAM,JHN 107,12/12/17,12/12/17,T,08:30AM,11:00AM,,24,HB,undergraduate day,,,2,3505
Fall 2017 - Day,PSY-111-04,PSY-21,General Psychology,4,LEC,JHN 201,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Gil Einstein,FULL,HB,undergraduate day,,,1,3505
Fall 2017 - Day,PSY-111-04,PSY-21,General Psychology,4,EXAM,JHN 201,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,HB,undergraduate day,,,2,3505
Fall 2017 - Day,PSY-211-01,PSY-23,Childhood and Adolescence,4,LEC,JHN 201,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Erin R. Hahn,FULL,HB,undergraduate day,PSY-111,,1,3508
Fall 2017 - Day,PSY-211-01,PSY-23,Childhood and Adolescence,4,EXAM,JHN 201,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,HB,undergraduate day,PSY-111,,2,3508
Fall 2017 - Day,PSY-212-01,PSY-25,Social Psychology,4,LEC,JHN 201,08/22/17,12/05/17,TR,02:30PM,03:45PM,Dr. Robin M. Kowalski,FULL,HB,undergraduate day,PSY-111,,1,3509
Fall 2017 - Day,PSY-212-01,PSY-25,Social Psychology,4,EXAM,JHN 201,12/08/17,12/08/17,F,03:30PM,06:00PM,,FULL,HB,undergraduate day,PSY-111,,2,3509
Fall 2017 - Day,PSY-213-01,,Adulthood and Aging,4,LEC,JHN 208,08/22/17,12/05/17,TR,01:00PM,02:15PM,Staff Staff,FULL,HB,undergraduate day,PSY-111,,1,4342
Fall 2017 - Day,PSY-213-01,,Adulthood and Aging,4,EXAM,JHN 208,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,HB,undergraduate day,PSY-111,,2,4342
Fall 2017 - Day,PSY-214-01,PSY-37,Health Psychology,4,LEC,JHN 207,08/22/17,12/05/17,MWF,09:30AM,10:20AM,Dr. Cinnamon Stetler,FULL,,undergraduate day,PSY-111,,1,3530
Fall 2017 - Day,PSY-214-01,PSY-37,Health Psychology,4,EXAM,JHN 207,12/13/17,12/13/17,W,08:30AM,11:00AM,,FULL,,undergraduate day,PSY-111,,2,3530
Fall 2017 - Day,PSY-218-01,PSY-31,Abnormal Psychology,4,LEC,JHN 208,08/22/17,12/05/17,MWF,08:30AM,09:20AM,Dr. Frank J. Provenzano,FULL,,undergraduate day,PSY-111,,1,5451
Fall 2017 - Day,PSY-218-01,PSY-31,Abnormal Psychology,4,EXAM,JHN 208,12/07/17,12/07/17,R,08:30AM,11:00AM,,FULL,,undergraduate day,PSY-111,,2,5451
Fall 2017 - Day,PSY-218-02,PSY-31,Abnormal Psychology,4,LEC,JHN 208,08/22/17,12/05/17,TR,11:30AM,12:45PM,Dr. Frank J. Provenzano,FULL,,undergraduate day,PSY-111,,1,5451
Fall 2017 - Day,PSY-218-02,PSY-31,Abnormal Psychology,4,EXAM,JHN 208,12/08/17,12/08/17,F,12:00PM,02:30PM,,FULL,,undergraduate day,PSY-111,,2,5451
Fall 2017 - Day,PSY-320-01,PSY-28,Introduction to Biopsychology,4,LEC,JHN 216,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Onarae V. Rice,FULL,NWL,undergraduate day,PSY-202 or BIO-222,instructor permission now required,1,3576
Fall 2017 - Day,PSY-320-01,PSY-28,Introduction to Biopsychology,4,LAB,JHN 216,08/22/17,12/05/17,W,02:30PM,05:00PM,Dr. Onarae V. Rice,FULL,NWL,undergraduate day,PSY-202 or BIO-222,instructor permission now required,2,3576
Fall 2017 - Day,PSY-320-01,PSY-28,Introduction to Biopsychology,4,EXAM,JHN 216,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,NWL,undergraduate day,PSY-202 or BIO-222,instructor permission now required,3,3576
Fall 2017 - Day,PSY-320-02,PSY-28,Introduction to Biopsychology,4,LEC,JHN 207,08/22/17,12/05/17,TR,01:00PM,02:15PM,Dr. Onarae V. Rice,FULL,NWL,undergraduate day,PSY-202 or BIO-222,instructor permission now required,1,3576
Fall 2017 - Day,PSY-320-02,PSY-28,Introduction to Biopsychology,4,LAB,JHN 216,08/22/17,12/05/17,T,02:30PM,05:00PM,Dr. Onarae V. Rice,FULL,NWL,undergraduate day,PSY-202 or BIO-222,instructor permission now required,2,3576
Fall 2017 - Day,PSY-320-02,PSY-28,Introduction to Biopsychology,4,EXAM,JHN 207,12/12/17,12/12/17,T,12:00PM,02:30PM,,FULL,NWL,undergraduate day,PSY-202 or BIO-222,instructor permission now required,3,3576
Fall 2017 - Day,PSY-322-01,PSY-44,Memory and Cognition,4,LEC,JHN 208,08/22/17,12/05/17,TR,10:00AM,11:15AM,Dr. Gil Einstein,FULL,,undergraduate day,PSY-202 or BIO-222,,1,3625
Fall 2017 - Day,PSY-322-01,PSY-44,Memory and Cognition,4,EXAM,JHN 208,12/12/17,12/12/17,T,08:30AM,11:00AM,,FULL,,undergraduate day,PSY-202 or BIO-222,,2,3625
Fall 2017 - Day,PSY-404-01,,Autism,4,LEC,JHN 212,08/22/17,12/05/17,MR,02:30PM,05:00PM,Dr. Erin R. Hahn,FULL,,undergraduate day,PSY-211 and PSY-202 or BIO-222   ,,1,4660
Fall 2017 - Day,PSY-404-01,,Autism,4,EXAM,JHN 212,12/11/17,12/11/17,M,03:30PM,06:00PM,,FULL,,undergraduate day,PSY-211 and PSY-202 or BIO-222   ,,2,4660
